date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:34:42	69917/69917	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:23%20GMT	http://demo.devitems.com/uniqlo/index.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/index.html	(from )
11:34:43	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2028%20Nov%202018%2004:34:10%20GMT	http://demo.devitems.com/robots.txt		(from )
11:34:43	1150/1150	---M--	200	added ('OK')	binary/octet-stream	etag:%229c9a750812bab056b475fb9cc078f51e%22	http://demo.devitems.com/uniqlo/images/favicon.ico	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/favicon.ico	(from http://demo.devitems.com/uniqlo/index.html)
11:34:43	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Wed,%2028%20Nov%202018%2004:34:43%20GMT	http://demo.devitems.com/uniqlo/apple-touch-icon.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/apple-touch-icon.png	(from http://demo.devitems.com/uniqlo/index.html)
11:34:44	122231/122231	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2011:54:27%20GMT	http://demo.devitems.com/uniqlo/css/bootstrap.min.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/bootstrap.min.css	(from http://demo.devitems.com/uniqlo/index.html)
11:34:44	2936/2936	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2011:54:29%20GMT	http://demo.devitems.com/uniqlo/css/owl.carousel.min.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/owl.carousel.min.css	(from http://demo.devitems.com/uniqlo/index.html)
11:34:44	936/936	---M--	200	added ('OK')	text/css	etag:%22275048a23c69c24c6bd3316d9a45882e%22	http://demo.devitems.com/uniqlo/css/owl.theme.default.min.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/owl.theme.default.min.css	(from http://demo.devitems.com/uniqlo/index.html)
11:34:44	1163/1163	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2011:54:27%20GMT	http://demo.devitems.com/uniqlo/css/core.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/core.css	(from http://demo.devitems.com/uniqlo/index.html)
11:34:44	668/668	---M--	200	added ('OK')	text/css	etag:%22137172d35bc25064ccbb2d2c634a2804%22	http://demo.devitems.com/uniqlo/css/shortcode/shortcodes.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/shortcode/shortcodes.css	(from http://demo.devitems.com/uniqlo/index.html)
11:34:45	72956/72956	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2011:42:27%20GMT	http://demo.devitems.com/uniqlo/style.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/style.css	(from http://demo.devitems.com/uniqlo/index.html)
11:34:45	19319/19319	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20May%202018%2011:54:30%20GMT	http://demo.devitems.com/uniqlo/css/responsive.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/responsive.css	(from http://demo.devitems.com/uniqlo/index.html)
11:34:45	700/700	---M--	200	added ('OK')	text/css	etag:%220e9c4ba907840ebc397938a4db240fba%22	http://demo.devitems.com/uniqlo/css/custom.css	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/css/custom.css	(from http://demo.devitems.com/uniqlo/index.html)
11:34:46	15514/15514	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2026%20May%202018%2012:22:24%20GMT	http://demo.devitems.com/uniqlo/js/vendor/modernizr-2.8.3.min.js	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/js/vendor/modernizr-2.8.3.min.js	(from http://demo.devitems.com/uniqlo/index.html)
11:34:46	1628/1628	---M--	200	added ('OK')	image/png	etag:%22c790baa011d17591323af42b71a6390a%22	http://demo.devitems.com/uniqlo/images/logo/uniqlo.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/logo/uniqlo.png	(from http://demo.devitems.com/uniqlo/index.html)
11:34:46	53843/53843	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:20%20GMT	http://demo.devitems.com/uniqlo/index-3.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/index-3.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:47	57526/57526	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:19%20GMT	http://demo.devitems.com/uniqlo/index-2.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/index-2.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:47	61431/61431	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:20%20GMT	http://demo.devitems.com/uniqlo/index-4.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/index-4.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:48	51715/51715	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:21%20GMT	http://demo.devitems.com/uniqlo/index-6.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/index-6.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:48	116272/116272	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:21%20GMT	http://demo.devitems.com/uniqlo/index-5.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/index-5.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:48	72099/72099	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:22%20GMT	http://demo.devitems.com/uniqlo/index-8.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/index-8.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:49	62729/62729	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:22%20GMT	http://demo.devitems.com/uniqlo/index-7.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/index-7.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:49	43129/43129	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:16%20GMT	http://demo.devitems.com/uniqlo/about.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/about.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:50	68739/68739	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:23%20GMT	http://demo.devitems.com/uniqlo/index-9.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/index-9.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:50	64103/64103	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:19%20GMT	http://demo.devitems.com/uniqlo/index-10.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/index-10.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:50	46483/46483	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:16%20GMT	http://demo.devitems.com/uniqlo/blog.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/blog.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:51	43634/43634	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:16%20GMT	http://demo.devitems.com/uniqlo/blog-details.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/blog-details.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:51	74574/74574	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:27%20GMT	http://demo.devitems.com/uniqlo/shop.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/shop.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:52	80756/80756	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:26%20GMT	http://demo.devitems.com/uniqlo/shop-sidebar.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/shop-sidebar.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:52	34532/34532	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:18%20GMT	http://demo.devitems.com/uniqlo/cart.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/cart.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:53	34758/34758	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:17%20GMT	http://demo.devitems.com/uniqlo/checkout.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/checkout.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:53	32510/32510	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:28%20GMT	http://demo.devitems.com/uniqlo/wishlist.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/wishlist.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:54	55281/55281	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:24%20GMT	http://demo.devitems.com/uniqlo/product-details.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/product-details.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:55	42927/42927	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:28%20GMT	http://demo.devitems.com/uniqlo/team.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/team.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:55	31596/31596	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:24%20GMT	http://demo.devitems.com/uniqlo/login-register.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/login-register.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:55	3644/3644	---M--	200	added ('OK')	image/jpeg	etag:%2291c362c353e2143cc0a79f2eb8ca2535%22	http://demo.devitems.com/uniqlo/images/sidebar-img/1.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/sidebar-img/1.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:34:56	3976/3976	---M--	200	added ('OK')	image/jpeg	etag:%2253c2407b1eb751729d788b4ccff7970a%22	http://demo.devitems.com/uniqlo/images/sidebar-img/2.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/sidebar-img/2.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:34:56	44601/44601	---MCZ	200	added ('OK')	text/html	date:Sat,%2026%20May%202018%2011:42:18%20GMT	http://demo.devitems.com/uniqlo/contact.html	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/contact.html	(from http://demo.devitems.com/uniqlo/index.html)
11:34:56	3487/3487	---M--	200	added ('OK')	image/jpeg	etag:%22d4ea83ba9258329b0ad109c1938b4bba%22	http://demo.devitems.com/uniqlo/images/sidebar-img/3.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/sidebar-img/3.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:34:56	4662/4662	---M--	200	added ('OK')	image/jpeg	etag:%2262249b8b6e838a2263fbc80876ded50c%22	http://demo.devitems.com/uniqlo/images/sidebar-img/4.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/sidebar-img/4.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:34:56	3986/3986	---M--	200	added ('OK')	image/jpeg	etag:%228e181c49e55ece950d164242e514e133%22	http://demo.devitems.com/uniqlo/images/sidebar-img/5.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/sidebar-img/5.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:34:57	3668/3668	---M--	200	added ('OK')	image/jpeg	etag:%22534c3da5019a6656925e7b3fb83a7244%22	http://demo.devitems.com/uniqlo/images/sidebar-img/6.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/sidebar-img/6.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:34:57	5297/5297	---M--	200	added ('OK')	image/jpeg	etag:%224357024a29dc39ba8b71142b90b5ea5a%22	http://demo.devitems.com/uniqlo/images/sidebar-img/7.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/sidebar-img/7.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:34:57	4671/4671	---M--	200	added ('OK')	image/jpeg	etag:%2240398cacf0efa94957481a001901d2c7%22	http://demo.devitems.com/uniqlo/images/sidebar-img/8.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/sidebar-img/8.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:34:59	18763/18763	---M--	200	added ('OK')	image/jpeg	etag:%222b9ad5acb88c0952ae4fe9117b27c7cf%22	http://demo.devitems.com/uniqlo/images/product/sm-img/1.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/sm-img/1.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:35:00	18158/18158	---M--	200	added ('OK')	image/jpeg	etag:%22e783b6b40c3920c0edda61aacb85d9bd%22	http://demo.devitems.com/uniqlo/images/product/sm-img/2.jpg	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/sm-img/2.jpg	(from http://demo.devitems.com/uniqlo/index.html)
11:35:02	20075/20075	---M--	200	added ('OK')	image/png	etag:%2299306b0afd87cc934b240948da4cfc0c%22	http://demo.devitems.com/uniqlo/images/product/1.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/1.png	(from http://demo.devitems.com/uniqlo/index.html)
11:35:07	41052/41052	---M--	200	added ('OK')	image/png	etag:%220b0c28a7723e23e7f8ffca5d1938d574%22	http://demo.devitems.com/uniqlo/images/product/2.png	C:/My%20Web%20Sites/bandung/demo.devitems.com/uniqlo/images/product/2.png	(from http://demo.devitems.com/uniqlo/index.html)
